FISH_N,STRUCT_1_AGE_READER_1,STRUCT_1_AGE_READER_2,STRUCT_2_AGE_READER_1,STRUCT_2_AGE_READER_2,REAL_AGE,FINAL_AGE,YEAR_CLASS_FINAL_AGE,READER_1,READER_2,STRUCTURE,SECTION,MEASUREMENT_AXIS,PICTURE_ID1,PICTURE_ID2,PICTURE_ID3,F-E,F-A1,A1-A2,A2-A3,A3-A4,A4-A5,A5-A6,A6-A7,A7-A8,A8-A9,A9-A10,LA-E,CLEAR_ZONE,COMMENTS
LT.LML.042512.GLN.002,10,9,,,,10,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.003,17,19,,,,17,1995,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.004,6,8,,,,8,2004,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge as last annulus
LT.LML.042512.GLN.005,10,9,,,,9,2003,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.006,16,18,,,,17,1995,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,"Viewed U-D, counted long axis to the left"
LT.LML.042512.GLN.007,9,10,,,,10,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.008,13,15,,,,15,1997,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.009,10,10,,,,11,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.010,13,11,,,,11,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.011,14,16,,,,17,1995,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Consistently aged it as 15-17
LT.LML.042512.GLN.012,7,8,7,8,,8,2004,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Mount oto 2
LT.LML.042512.GLN.013,9,10,7,7,,7,2005,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Mount oto 2
LT.LML.042512.GLN.014,18,23,,,,23,1989,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042512.GLN.015,11,17,,,,18,1994,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.001,8,8,,,,8,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.042809.GLN.002,10,10,,,,10,1999,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.003,8,8,,,,8,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.004,7,7,,,,7,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.005,14,15,,,,15,1994,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.006,13,12,,,,13,1996,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.007,12,12,,,,12,1997,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Vateritic; might want to mount OTO2
LT.LML.042809.GLN.008,9,9,,,,9,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.009,7,8,,,,8,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.042809.GLN.010,10,9,,,,10,1999,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.011,7,7,,,,7,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.012,9,9,,,,9,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.042809.GLN.013,8,8,,,,8,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042809.GLN.014,9,8,,,,9,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.042809.GLN.015,6,7,,,,7,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.001,13,13,,,,13,1997,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.002,9,10,,,,10,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.042910.GLN.003,9,11,,,,11,1999,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.004,7,8,,,,8,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.005,12,13,,,,13,1997,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Did not count edge since appears there is one near edge
LT.LML.042910.GLN.006,13,14,,,,14,1996,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.007,12,12,,,,12,1998,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.008,7,7,,,,7,2003,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.009,10,10,,,,10,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted to the right and counted edge
LT.LML.042910.GLN.010,8,10,,,,9,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.011,8,9,,,,9,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.042910.GLN.012,9,10,,,,10,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.042910.GLN.013,12,12,,,,12,1998,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.014,10,10,,,,10,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.042910.GLN.015,13,16,17,17,,17,1993,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge; mount OTO2
LT.LML.050106.GLN.001,9,,,,,9,1997,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050106.GLN.002,8,,,,,8,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050108.RANG.001,7,,,,,7,2001,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.001,13,14,,,,14,1999,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.002,12,11,,,,11,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.003,11,15,,,,12,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.004,18,16,,,,16,1997,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.005,13,11,,,,10,2003,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.006,14,14,,,,15,1998,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.007,10,9,,,,10,2003,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.008,23,17,,,,16,1997,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.009,11,13,,,,13,2000,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.010,9,12,,,,11,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted down left side of sulcus
LT.LML.050113.GLN.011,7,11,,,,10,2003,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.012,12,15,,,,15,1998,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050113.GLN.013,10,12,,,,12,2001,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Viewed u-d w/side lighting
LT.LML.050113.GLN.014,11,9,10,9,,10,2003,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Mount oto 2
LT.LML.050113.GLN.015,10,11,,,,11,2002,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050200.T6785,13,,,,,13,1987,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050200.T6786,10,,,,,10,1990,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050206.GLN.001,8,,,,,8,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050206.GLN.002,8,,,,,8,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050206.GLN.003,8,,,,,8,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050206.GLN.004,7,,,,,7,1999,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050206.GLN.005,7,,,,,7,1999,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050206.GLN.006,6,,,,,6,2000,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050217.GLN.001,5,7,,,,7,2010,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.002,11,12,,,,11,2006,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.003,10,10,,,,10,2007,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.004,12,13,,,,12,2005,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.005,7,7,,,,7,2010,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.006,17,18,,,,18,1999,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.007,9,11,,,,10,2007,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.008,13,13,,,,13,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.009,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.010,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.011,12,12,,,,12,2005,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.012,2,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.013,3,3,,,,3,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.014,13,13,,,,13,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050217.GLN.015,8,8,6,7,,8,2011,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050400.T6778,13,,,,,13,1987,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050500.T6775,12,,,,,12,1988,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050506.RANG.001,8,,,,,8,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050506.RANG.002,8,,,,,8,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050508.RANG.001,13,,,,,13,1995,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050515.GLN.001,15,15,,,,15,2000,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
LT.LML.050515.GLN.002,12,12,,,,12,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
LT.LML.050515.GLN.003,11,11,,,,11,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted down left side of sulcus
LT.LML.050515.GLN.004,11,11,,,,11,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
LT.LML.050515.GLN.005,12,12,,,,12,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Side light, upside down, left side"
LT.LML.050515.GLN.006,11,11,,,,11,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"One right at edge; upside down, right side"
LT.LML.050515.GLN.007,7,7,,,,7,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Left side
LT.LML.050515.GLN.008,7,7,,,,7,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Side light, upside down"
LT.LML.050515.GLN.009,11,11,,,,11,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,"Side light, upside down"
LT.LML.050515.GLN.010,7,7,,,,7,2008,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted one at edge
LT.LML.050515.GLN.011,10,10,,,,10,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,
LT.LML.050515.GLN.012,8,8,,,,8,2007,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050515.GLN.013,10,10,,,,10,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050515.GLN.014,10,10,,,,10,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050515.GLN.015,19,19,,,,19,1996,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Including edge
LT.LML.050600.T6795,15,,,,,15,1985,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050606.RANG.001,9,,,,,9,1997,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050607.GLN.002,11,,,,,11,1996,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050607.GLN.003,15,,,,,15,1992,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050607.GLN.004,16,,,,,16,1991,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050607.GLN.005,10,,,,,10,1997,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050607.GLN.006,5,,,,,5,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050607.GLN.008,8,,,,,8,1999,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050607.GLN.010,10,,,,,10,1997,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050608.RANG.001,8,,,,,8,2000,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050700.T6793,12,,,,,12,1988,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,VATERITIC
LT.LML.050708.GLN.001,7,,,,,7,2001,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.002,9,9,8,9,,9,1999,Eileen Baglivio,Kurt Jirka,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050708.GLN.003,9,,,,,9,1999,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.004,10,,,,,10,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.005,18,,,,,18,1990,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.006,11,,,,,11,1997,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.007,15,,,,,15,1993,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.008,14,,,,,14,1994,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.009,6,,,,,6,2002,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.010,18,,,,,18,1990,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Vateritic
LT.LML.050708.GLN.011,12,,,,,12,1996,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.012,8,,,,,8,2000,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.013,7,,,,,7,2001,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.014,8,,,,,8,2000,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050708.GLN.015,8,,,,,8,2000,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050714.GLN.001,16,18,,,,18,1996,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge because there appeared to be a full year's growth since last annulus
LT.LML.050714.GLN.002,18,20,,,,19,1995,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge because there appeared to be a full year's growth since last annulus
LT.LML.050714.GLN.003,14,16,,,,16,1998,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; view US-down w/side light
LT.LML.050714.GLN.004,10,11,,,,10,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; viewed US-down
LT.LML.050714.GLN.005,13,13,,,,13,2001,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; viewed US-down w/side light
LT.LML.050714.GLN.006,11,11,,,,11,2003,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; viewed US-down w/side light
LT.LML.050714.GLN.007,12,13,,,,13,2001,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; viewed US-down
LT.LML.050714.GLN.008,10,10,,,,10,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050714.GLN.009,8,9,,,,8,2006,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050714.GLN.010,11,9,,,,10,2004,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050714.GLN.011,9,10,,,,9,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050714.GLN.012,8,9,,,,9,2005,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; did not count one close to focus
LT.LML.050714.GLN.013,14,14,,,,14,2000,EAB,KJJ,,,,,,,,,,,,,,,,,,,,Counted edge; viewed US-down
LT.LML.050818.GLN.001,7,7,,,,7,2011,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.002,8,11,,,,8,2010,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.003,9,10,,,,9,2009,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.004,11,12,,,,12,2006,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.005,10,11,,,,10,2008,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.006,16,16,,,,16,2002,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.007,13,13,,,,13,2005,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.008,8,8,,,,8,2010,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.009,13,13,,,,13,2005,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.010,13,14,,,,14,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.011,11,11,,,,11,2007,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.012,15,15,,,,15,2003,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.013,14,14,,,,14,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.014,17,17,,,,17,2001,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050818.GLN.015,14,16,,,,16,2002,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.050906.RANG.001,8,,,,,8,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050906.RANG.002,6,,,,,6,2000,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.050999.RANG.001,11,,,,,11,1988,,,OTOLITH,PEEL,,,,,,,,,,,,,,,,,,
LT.LML.050999.RANG.002,7,,,,,7,1992,,,OTOLITH,PEEL,,,,,,,,,,,,,,,,,,
LT.LML.050999.RANG.003,8,,,,,8,1991,,,OTOLITH,PEEL,,,,,,,,,,,,,,,,,,
LT.LML.051016.GLN.001,12,12,,,,12,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.002,14,14,,,,14,2002,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.003,12,12,,,,12,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.004,9,9,,,,9,2007,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.005,2,2,,,,2,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (last annulus not yet formed)
LT.LML.051016.GLN.006,2,2,,,,2,2014,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge (last annulus not yet formed)
LT.LML.051016.GLN.007,16,18,16,16,,16,2000,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.008,16,16,,,,16,2000,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge; went back and forth btwn 16 and 17
LT.LML.051016.GLN.009,13,13,,,,13,2003,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.010,12,12,,,,12,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.011,30,29,30,30,,30,1986,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.012,11,11,,,,11,2005,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.013,12,12,,,,12,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.014,12,12,,,,12,2004,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051016.GLN.015,23,23,,,,23,1993,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051108.RANG.001,8,,,,,8,2000,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051118.RANG.001,12,12,,,,12,2006,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,Counted edge
LT.LML.051118.RANG.002,15,15,,,,15,2003,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051207.RANG.001,9,,,,,9,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051207.RANG.002,9,,,,,9,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051218.RANG.001,10,10,,,,10,2008,EAB,KJJ,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051307.RANG.001,9,,,,,9,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051307.RANG.002,11,,,,,11,1996,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051307.RANG.003,9,,,,,9,1998,,,OTOLITH,TRANSVERSE,,,,,,,,,,,,,,,,,,
LT.LML.051399.RANG.001,23,,,,,23,1976,,,OTOLITH,PEEL,,,,,,,,,,,,,,,,,,
