ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,NF, Volume(m3),Littoral Area (ha),Elevation (m), Watershed,Quad
,,,,,4,,35,4,,19,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16853,1.7,338,Black,Forestport 
1,,,,,5,,25,,,25,,,3,1,10,5,,6,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835657,32.9,343,Black,Forestport 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27862,0.2,425,Black,North Wilmurt 
,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126984,1.3,438,Black,North Wilmurt 
,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68283,4.2,502,Black,North Wilmurt 
4,,,,,,,,87,32,44,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218981,32,567,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66183,7.7,570,Black,Honnedaga Lake 
1,,1,,,,,2,,,81,,1,4,2,22,33,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912525,27.8,433,Black,Mckeever 
,,,,,,,,,1,,2,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52924,8.4,488,Black,Mckeever 
11,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377203,3.1,540,Black,Mckeever 
10,,,,,,,222,,55,85,,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423547,16.8,491,Black,Mckeever
,,,,,,,53,,,,,,92,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933567,50.1,540,Black,Mckeever 
,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38862,2.1,533,Black,Mckeever 
,,,,,,,5,1,5,87,,,15,1,6,52,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1069796,24.6,485,Black,Mckeever 
9,,,,,,,55,,2,22,,,2,2,7,8,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38750,5,490,Black,Mckeever 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42255,4.7,587,Black,Mckeever 
9,,,,,,,12,,,77,,,7,3,20,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5387132,77.9,348,Black,Forestport 
9,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,0.2,363,Black,Forestport 
7,,,,,,,,,5,35,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30559,3.1,361,Black,Remsen 
55,,,,,,,,,22,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62942,5.2,363,Black,Remsen 
11,,,,,,,,,41,115,114,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66028,8.8,403,Black,North Wilmurt 
,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22302,3.2,554,Black,Morehouseville 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18086,1.3,576,Black,Morehouseville 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,103537,3.1,645,Black,Morehouseville 
,,,,,,,,,1,60,,,92,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,558925,28.6,581,Black,Morehouseville
40,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237941,5,592,Black,Morehouseville 
,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31086,5.5,508,Black,North Wilmurt 
,,,,,,,,,253,22,,,15,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26288,3.4,489,Black,North Wilmurt 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,365682,8.9,678,Black,Morehouseville 
10,,,,,,,40,,37,342,,,51,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,10106490,48.8,555,Black,Honnedaga Lake 
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45208,5,638,Black,Honnedaga Lake 
10,,,,,,,42,,165,17,20,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19331,2.5,600,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44383,2,712,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57978,7.3,735,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54004,6.1,759,Black,Honnedaga Lake 
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43290,3.1,632,Black,Honnedaga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23386,2.8,668,Black,Honnedaga Lake 
,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27207,3.2,600,Black,Honnedaga Lake 
,,,,,10,,,,,,,,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16197,2.6,326,Upper Hudson,Porter Corners 
,,,,,,,,,,,,,1,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46815,2,186,Upper Hudson,Cornith 
,,2,,,,,,,,143,,,144,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,10628,1.3,198,Upper Hudson,Lake Luzerne 
,,,,,,,7,,3,22,,,52,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,98070,2.3,448,Upper Hudson,Porter Corners 
1,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8681,1.1,314,Upper Hudson,Conklingville 
,,,,,,,107,,14,,,,49,,,49,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477594,14.8,509,Upper Hudson,Porter Corners
,,,,,4,,,,,,,1,,1,,32,4,8,,,,,,,,,,,,5,,,,,41,,,,,,,,,,,,,,,,,,,,1406493,10.8,377,Upper Hudson,Conklingville 
,,,,,2,,,,,11,,,13,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22932,3.3,477,Upper Hudson,Porter Corners 
,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8128,1.2,552,Upper Hudson,Porter Corners 
,,,,,6,,5,,,13,,,16,14,,28,2,18,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,965701,11.5,476,Upper Hudson,Porter Corners 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37176,3.4,485,Upper Hudson,Northville 
,,,,,7,,5,,,1,,,28,7,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130542,7.6,442,Upper Hudson,Jackson Summit 
57,,,,,,,141,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493496,8.1,354,Upper Hudson,Hope Falls
23,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403766,5.8,456,Upper Hudson,Hope Falls 
,,,,,13,,,,,,,,4,5,,16,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779856,12.5,507,Upper Hudson,Hope Falls 
,,,,,,,235,,16,90,,,33,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415024,2.3,541,Upper Hudson,Harrisburg 
21,,,,,,,26,10,46,83,,,11,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987456,12.3,440,Upper Hudson,Harrisburg 
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153268,10.4,529,Upper Hudson,Bakers Mills 
,,,,,,,6,,58,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42462,7.9,399,Upper Hudson,Hope Falls 
19,,,,,,,447,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720898,3.7,449,Upper Hudson,Hope Falls 
,,,,,,,60,,,,,,3,16,,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228895,14.6,397,Upper Hudson,Hope Falls 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24486,1.8,765,Upper Hudson,Wells 
,,,,,2,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290756,6,552,Upper Hudson,Morehouse Mtn. 
,,,,,1,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21735,2.5,552,Upper Hudson,Morehouse Mtn. 
,,,,,13,,,,,11,,,23,7,27,7,,6,,,,,,5,,,,,,70,,,,,,,,,,,,,,1,,,,,10,,,,,,7685936,38.4,505,Upper Hudson,Piseco Lake 
,,,,,,,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44640,5.5,661,Upper Hudson,Piseco Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9051,1.1,710,Upper Hudson,Piseco Lake 
,,,,,5,,1,,14,10,,,5,20,21,18,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,220910,7,512,Upper Hudson,Piseco Lake 
,,,,,1,,1,,,6,,,1,1,,12,,3,27,,,1,,,6,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,11881040,17.4,518,Upper Hudson,Wells 
,,,,,,,6,,,3,,,13,6,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,27655,0.9,512,Upper Hudson,Piseco Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21474,3.2,680,Upper Hudson,Morehouse Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,67612,2.3,686,Upper Hudson,Morehouse Mtn. 
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785498,7,599,Upper Hudson,Morehouse Mtn. 
,,,,,3,,5,,,1,,,8,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,187703,4.2,503,Upper Hudson,Morehouse Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18591,1.4,549,Upper Hudson,Three Ponds Mtn. 
,,,,,,,3,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99804,2.7,576,Upper Hudson,Caroga Lake 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,107891,3,642,Upper Hudson,Three Ponds Mtn. 
10,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51745,1.5,565,Upper Hudson,Harrisburg 
,,,,,16,,2,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182583,20.4,462,Upper Hudson,Bakers Mills 
,,,,,10,,,,,9,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200451,4.5,484,Upper Hudson,Bakers Mills 
,,,,,14,,,,,1,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142992,4.9,486,Upper Hudson,Bakers Mills 
4,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63163,1,503,Upper Hudson,Bakers Mills 
10,,,,,,,80,,46,,,,52,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,531648,10.8,638,Upper Hudson,Bakers Mills 
6,,,,,,,9,,47,14,,,3,,,,,,,,,,15,,5,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,3311119,9.4,646,Upper Hudson,Bakers Mills 
25,,,,,,,141,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47137,5.7,638,Upper Hudson,Thirteenth Lake 
,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28846,2.6,728,Upper Hudson,Thirteenth Lake 
41,,,,,,,8,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219501,17.6,683,Upper Hudson,Thirteenth Lake 
,,,,,,,58,,19,153,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56912,8.7,617,Upper Hudson,Thirteenth Lake 
2,,,,,9,,,,,2,,,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673415,6.1,565,Upper Hudson,Indian Lake 
,,,,,4,,18,,,,,,43,11,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143394,8.4,527,Upper Hudson,Page Mtn. 
,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30154,1.4,363,Upper Hudson,Lake Luzerne 
,,,,,,,,,,,,,,37,,50,8,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392495,4.6,320,Upper Hudson,The Glen 
,,,,,5,,,,,,,,86,27,,34,5,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,881521,7.8,289,Upper Hudson,Brant Lake 
33,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142465,5.9,430,Upper Hudson,Silver Bay 
,,,,,,,38,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,340986,7.2,361,Upper Hudson,Chestertown 
,,,,,1,,,,,2,,,12,14,4,121,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358295,15,251,Upper Hudson,Chestertown 
,,,,1,1,,,,,,,,1,2,,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608599,6.5,246,Upper Hudson,Chestertown 
,,,,,1,,,,,,,,6,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86134,1.1,247,Upper Hudson,Chestertown 
6,,,,,,,,,14,83,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114566,5.9,600,Upper Hudson,Schroon Lake
,13,,,,,,45,,,,6,,127,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291466,15.9,455,Upper Hudson,Schroon Lake 
17,1,,,,,,113,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127666,2,593,Upper Hudson,Schroon Lake
29,,,,,,,49,8,107,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5092620,14.3,517,Upper Hudson,Schroon Lake 
6,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133943,1.9,704,Upper Hudson,Blue Ridge 
,,,,,,,,,16,,1,,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93028,1.9,332,Upper Hudson,Schroon Lake 
,,,,8,,,,,,1,,,128,4,7,16,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369552,14,271,Upper Hudson,Schroon Lake 
,,,,24,,,,,,18,,,108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591171,18.5,390,Upper Hudson,Schroon Lake
,,,,,,,3,,4,42,14,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24659,1.7,314,Upper Hudson,Pharaoh Mtn. 
11,,,,,,,24,,50,,,,76,,,,,,,,,,,,,,,,,,6,,,,,,25,,,,,,,,,,,,,,,,,,151322,4.9,354,Upper Hudson,Pharaoh Mtn. 
6,,,,,,,,,16,15,11,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186315,1.8,320,Upper Hudson,Pharaoh Mtn. 
,,,,,,,18,,23,36,14,,16,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16478,1.2,302,Upper Hudson,Pharaoh Mtn. 
11,,,,,,,82,,,,,5,18,,,,,,,,,,,,,,,,,,,,,,,,302,,8,,,,,,,,,,,,,,,,280768,1.6,349,Upper Hudson,Pharaoh Mtn. 
3,,18,,,,,60,,1,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4097773,2.6,359,Upper Hudson,Pharaoh Mtn. 
,,,,,,,11,,9,25,,,38,26,1,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75418,12.9,328,Upper Hudson,Pharaoh Mtn.
,,,,,,,,,,67,,,9,3,13,9,,6,9,,,,,3,16,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,7820997,8.1,329,Upper Hudson,Pharaoh Mtn. 
,,,,,,,1,,3,29,,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94270,9.1,331,Upper Hudson,Pharaoh Mtn. 
18,1,,,,,,,1,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361598,7.9,422,Upper Hudson,Graphite 
4,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103879,1.5,424,Upper Hudson,Graphite 
1,,,,,,,8,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96416,1.8,405,Upper Hudson,Pharaoh Mtn. 
6,,,,,,,,,12,59,1,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179701,6.6,343,Upper Hudson,Pharaoh Mtn. 
,,,,,,,61,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27760,2.7,354,Upper Hudson,Eagle Lake 
10,,,,,,,5,,39,,1,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100989,6.5,442,Upper Hudson,Blue Ridge
10,,,,,,,50,58,16,55,6,9,6,3,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,8,,,,,,,,,,,,,1282777,9,558,Upper Hudson,Blue Ridge 
1,,,37,,,,,6,1,3,,21,4,32,,,,,,,,,,110,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,6511192,16.1,583,Upper Hudson,Blue Ridge 
32,,,,,,,,,57,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12428,1.5,680,Upper Hudson,Mt. Marcy 
20,,,,,,,180,,34,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791494,2.4,375,Upper Hudson,Paradox Lake
4,,,,,,,218,,12,29,,,,,,,,,26,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424117,1,351,Upper Hudson,Paradox Lake 
1,,,31,,,,,25,9,30,,,8,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62932,7,280,Upper Hudson,Paradox Lake 
9,,,,,,,77,,,,73,,53,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115171,3.3,374,Upper Hudson,Witherbee 
1,,,,,,,35,,,9,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35016,2.5,381,Upper Hudson,Witherbee 
23,,,,,,,76,,1,1,,,4,,,,,,,,,,1,1,,,,,,,13,,,,,,,,,,7,,,,,,,,,,,,,,175203,1,445,Upper Hudson,Witherbee 
14,,,,,,,8,,1,,,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96838,0.6,351,Upper Hudson,Paradox Lake 
,,,,,,,,17,2,30,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12483,1,338,Upper Hudson,Eagle Lake
,,,,,,,,8,,38,,,14,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81270,1.4,338,Upper Hudson,Eagle Lake
,,,,,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22457,2.7,600,Upper Hudson,Witherbee 
,,,,,,,6,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16460,1.9,300,Upper Hudson,Witherbee 
1,,,,,,,8,,6,19,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221676,4.7,369,Upper Hudson,Witherbee 
3,,,,,,,42,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45155,1.1,369,Upper Hudson,Witherbee 
,,,,1,,,4,,,15,,,,30,,44,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595417,3.5,363,Upper Hudson,Witherbee 
12,,,,,,,89,,,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115072,1,399,Upper Hudson,Witherbee
,3,1,,,,,2,,,12,,,1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43438,3,315,Upper Hudson,Witherbee 
,,,,2,,,,,,9,,,1,1,,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461206,4.2,389,Upper Hudson,Witherbee 
,,,,,,,10,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49142,4.3,485,Upper Hudson,Witherbee 
,,,,,,,116,,33,,61,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186688,14.6,390,Upper Hudson,Stony Creek
,,,,,,,1,,,,,,,9,,114,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95141,3.2,338,Upper Hudson,The Glen 
,7,,,,,,48,,,,,,54,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187259,11.1,576,Upper Hudson,Johnsburg 
,,,,,9,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58241,8.4,392,Upper Hudson,North Creek 
,,,,8,,,8,,,2,,,45,2,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337333,2.4,334,Upper Hudson,North Creek
10,6,,,,,,33,1,12,105,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,1,,7961956,43.7,510,Upper Hudson,Thirteenth Lake 
51,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180248,13,639,Upper Hudson,Thirteenth Lake 
1,,,2,,,,22,,16,26,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316208,4.7,571,Upper Hudson,Dutton Mtn. 
,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29468,4,546,Upper Hudson,Dutton Mtn. 
81,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180241,3,655,Upper Hudson,Dutton Mtn. 
5,,,,,,,31,,37,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190637,5,600,Upper Hudson,Newcomb 
7,,,,,,,4,,23,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116158,4.2,579,Upper Hudson,Dutton Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5535,0.7,611,Upper Hudson,Dutton Mtn. 
38,,,,,,,7,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527074,18.6,633,Upper Hudson,Schroon Lake 
11,,,,,,,20,17,1,140,,,18,10,,,,17,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646733,28.3,520,Upper Hudson,Blue Ridge 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,363936,20.3,557,Upper Hudson,Blue Ridge 
18,,,,,,,,66,12,52,25,,4,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100551,10,597,Upper Hudson,Blue Ridge 
12,,,,,,,8,,45,29,98,1,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533751,10,497,Upper Hudson,Dutton Mtn. 
,,,,1,,,9,2,,2,,,14,3,4,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355450,2.2,509,Upper Hudson,Dutton Mtn. 
21,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221393,7.1,533,Upper Hudson,Dutton Mtn. 
16,,,,,,,128,,34,37,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142224,4.5,502,Upper Hudson,Dutton Mtn. 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23072,1.1,485,Upper Hudson,Dutton Mtn. 
26,,,,,,,21,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193616,6.5,614,Upper Hudson,Dutton Mtn. 
,,,,17,,,63,,,4,,,130,,32,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772330,55.6,506,Upper Hudson,Blue Mtn. Lake 
